Name,Address 1,Address 2,Town/City,County,Postcode,Phone number,CQC Provider ID (for office use only),CQC Location ID (for office use only),Website,Local authority,Region,Report publication date,URL,Also known as,Specialisms/services,Service types,Provider name
"Drs Redferne, Whitehouse, Kulkarni, Low, Letchford & Mrs Clover",Glamorgan Way,Church Gresley,Swadlincote,Derbyshire,DE11 9JT,01283227870,1-199705806,,https://www.gresleydale.co.uk,Derbyshire,East Midlands,,https://www.cqc.org.uk/provider/1-199705806,Gresleydale Healthcare Centre,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Redferne, Whitehouse, Kulkarni, Low, Letchford & Mrs Clover"
"Drs Regan, Fenwick, Jennison and Anderson",47a Town Street,Duffield,Belper,Derbyshire,DE56 4GG,01332842288,1-199705278,,https://www.appletreemedical.co.uk,Derbyshire,East Midlands,,https://www.cqc.org.uk/provider/1-199705278,Appletree Medical Practice,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Regan, Fenwick, Jennison and Anderson"
"Drs Rushforth, Cooper and Eastham",95 Moresdale Lane,,Leeds,West Yorkshire,LS14 6GG,01132951200,1-199704069,,https://www.foundrylane.net,Leeds,Yorkshire & Humberside,,https://www.cqc.org.uk/provider/1-199704069,Foundry Lane Surgery,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Rushforth, Cooper and Eastham"
"Drs Shamsee, Ward & Wilding Slaithwaite Health Centre",New Street,Slaithwaite,Huddersfield,West Yorkshire,HD7 5AB,01484846674,1-199702918,,https://www.slaithwaitehealthcentre.co.uk,Kirklees,Yorkshire & Humberside,,https://www.cqc.org.uk/provider/1-199702918,,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Shamsee, Ward & Wilding Slaithwaite Health Centre"
"Drs Shamsee, Ward & Wilding Slaithwaite Health Centre",New Street,Slaithwaite,Huddersfield,West Yorkshire,HD7 5AB,01484846674,1-199702918,1-538825644,https://www.slaithwaitehealthcentre.co.uk,Kirklees,Yorkshire & Humberside,2017-03-30T00:00:00Z,https://www.cqc.org.uk/location/1-538825644,,Services for everyone,"Doctors/GPs,Doctors/GPs","Drs Shamsee, Ward & Wilding Slaithwaite Health Centre"
"Drs Shergill, Fisher, Buck & Cooney",19 Garden Lane,,Chester,Cheshire,CH1 4EN,01244346677,1-199777494,,https://www.gardenlanemedicalcentre.co.uk,Cheshire West and Chester,North West,,https://www.cqc.org.uk/provider/1-199777494,Garden Lane Medical Centre,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Shergill, Fisher, Buck & Cooney"
"Drs Shergill, Fisher, Buck & Cooney",19 Garden Lane,,Chester,Cheshire,CH1 4EN,01244346677,1-199777494,1-552609326,https://www.gardenlanemedicalcentre.co.uk,Cheshire West and Chester,North West,2017-08-25T00:00:00Z,https://www.cqc.org.uk/location/1-552609326,Garden Lane Medical Centre,Services for everyone,"Doctors/GPs,Doctors/GPs","Drs Shergill, Fisher, Buck & Cooney"
"Drs Sinclair, Hatley, Gossage & Sundaralingham",Richmond Close,,Fleet,Hampshire,GU52 7US,01252811466,1-199750140,,https://www.richmondsurgeryfleet.com,Hampshire,South East,,https://www.cqc.org.uk/provider/1-199750140,Richmond Surgery,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Sinclair, Hatley, Gossage & Sundaralingham"
"Drs Skilton, Merriott, Davis, Burra, McWilliams and Holmes",Main Road,Great Haywood,Stafford,Staffordshire,ST18 0SU,01889881206,1-199768087,,,Staffordshire,West Midlands,,https://www.cqc.org.uk/provider/1-199768087,,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Skilton, Merriott, Davis, Burra, McWilliams and Holmes"
"Drs Spencer, Saunders, Bramley, Johnson & Hibbs",Fleetwood Health and Wellbeing Centre,Dock Street,Fleetwood,Lancashire,FY7 6HP,01253951999,1-199781670,,,Lancashire,North West,,https://www.cqc.org.uk/provider/1-199781670,The Mount View Practice,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Spencer, Saunders, Bramley, Johnson & Hibbs"
"Drs Watson, Teague, Rosewarne and Jones",The Surgery,"Worcester Road, Great Witley",Worcester,Worcestershire,WR6 6HR,01299896370,1-199766539,,https://www.greatwitleysurgery.nhs.uk,Worcestershire,West Midlands,,https://www.cqc.org.uk/provider/1-199766539,,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Watson, Teague, Rosewarne and Jones"
"Drs Williams, Johal & Jaspal","Russell House Surgery, Business Hub","Wolverhampton Road, Codsall",Wolverhampton,,WV8 1PE,01902842488,1-199768166,,https://www.russellhousesurgery.nhs.uk,Staffordshire,West Midlands,,https://www.cqc.org.uk/provider/1-199768166,Russell House Surgery,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs Williams, Johal & Jaspal"
"Drs. Hamilton, Earl & Sowden",Callington Road,,Saltash,Cornwall,PL12 6DL,01752842281,1-199761771,,https://www.saltashhealth.co.uk,Cornwall,South West,,https://www.cqc.org.uk/provider/1-199761771,Saltash Health Centre,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs. Hamilton, Earl & Sowden"
"Drs. Hamilton, Earl & Sowden",Callington Road,,Saltash,Cornwall,PL12 6DL,01752842281,1-199761771,1-568409029,https://www.saltashhealth.co.uk,Cornwall,South West,2018-10-04T00:00:00Z,https://www.cqc.org.uk/location/1-568409029,Saltash Health Centre,Services for everyone,"Doctors/GPs,Doctors/GPs","Drs. Hamilton, Earl & Sowden"
"Drs. Vautrey, Bearpark, Cunliffe, Chida, Hayes, Spencer, Hodgson, Izon, Ghirotto & Fineberg",Meanwood Health Centre,548 Meanwood Road,Leeds,West Yorkshire,LS6 4JN,01132305055,1-199703780,,https://www.meanwoodgrouppractice.co.uk,Leeds,Yorkshire & Humberside,,https://www.cqc.org.uk/provider/1-199703780,Meanwood Group Practice,"Maternity and midwifery services,Family planning services,Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Drs. Vautrey, Bearpark, Cunliffe, Chida, Hayes, Spencer, Hodgson, Izon, Ghirotto & Fineberg"
"Drs. Vautrey, Bearpark, Cunliffe, Chida, Hayes, Spencer, Hodgson, Izon, Ghirotto & Fineberg",Meanwood Health Centre,548 Meanwood Road,Leeds,West Yorkshire,LS6 4JN,01132305055,1-199703780,1-567732461,https://www.meanwoodgrouppractice.co.uk,Leeds,Yorkshire & Humberside,2016-05-05T00:00:00Z,https://www.cqc.org.uk/location/1-567732461,Meanwood Group Practice,Services for everyone,"Doctors/GPs,Doctors/GPs","Drs. Vautrey, Bearpark, Cunliffe, Chida, Hayes, Spencer, Hodgson, Izon, Ghirotto & Fineberg"
"Dulku, Kang & Associates",25 Hinckley Road,,Nuneaton,Warwickshire,CV11 6LG,02476344222,1-171562204,1-198362254,,Warwickshire,West Midlands,2022-09-28T00:00:00Z,https://www.cqc.org.uk/location/1-198362254,,Services for everyone,Dentist,Mr Amardip Dulku
"Duthie Dental, The Oral Health Practice",113-119 Woolton Road,Wavertree,Liverpool,,L15 6TB,01517222642,1-8484298776,1-8964903849,,Liverpool,North West,2018-09-25T00:00:00Z,https://www.cqc.org.uk/location/1-8964903849,,Services for everyone,Dentist,Dr Marie Louise Ryan and Dr John Duthie
"EMED Leicester, Leicestershire and Rutland","Unit 20, Lakeside Business Park","Pinfold Road, Thurmaston",Leicester,,LE4 8AT,07443371731,1-4048217261,1-24434378635,https://www.emedgroup.co.uk/leicestershire,Leicestershire,East Midlands,,https://www.cqc.org.uk/location/1-24434378635,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Ambulances,ERS Transition - Trading as EMED Group Limited
"East Street Surgery, Harold Moody Health Centre",60 Thurlow Street,,London,,SE17 2GN,,1-199743499,1-19918802248,,Southwark,London,,https://www.cqc.org.uk/location/1-19918802248,,Services for everyone,"Doctors/GPs,Doctors/GPs",East Street Surgery
"East Sussex, Brighton & Hove Crossroads Care","Tower House, 265-267 Tower Gate",London Road,Brighton,,BN1 6WT,01273234021,1-119237308,1-2120474882,https://www.crossroadscare-esbh.org,Brighton and Hove,South East,2020-03-28T00:00:00Z,https://www.cqc.org.uk/location/1-2120474882,,"Sensory impairments,Dementia,Learning disabilities,Mental health conditions,Physical disabilities",Homecare agencies,East Sussex Brighton & Hove Crossroads-Caring for Carers Limited
"Eden Square, Apartment 13",Unit 5,"Golden Way, Urmston",Manchester,Lancashire,M41 0NA,01617473512,1-102642667,1-688352911,https://www.leonardcheshire.org,Trafford,North West,2019-05-08T00:00:00Z,https://www.cqc.org.uk/location/1-688352911,,"Sensory impairments,Caring for adults under 65 yrs,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities","Homecare agencies,Supported living",Leonard Cheshire Disability
"Eden Valley Hospice, Carlisle",Durdar Road,,Carlisle,Cumbria,CA2 4SD,01228810801,1-101728101,,https://www.edenvalleyhospice.org,Cumberland,North West,,https://www.cqc.org.uk/provider/1-101728101,,"Treatment of disease, disorder or injury",Organisation,"Eden Valley Hospice, Carlisle"
"Eilertsen Dental Care, Plymouth",Rhin House,William Prance Road,Plymouth,,PL6 5WR,,1-13188765725,1-13594261468,,Plymouth,South West,,https://www.cqc.org.uk/location/1-13594261468,,Services for everyone,Dentist,EME18 Ltd
"Elysium Aesthetics, Health and Wellbeing",26-28,Oak Street,Fakenham,,NR21 9DY,01328853586,1-14136595275,1-19059575385,https://www.elysium.life,Norfolk,East,,https://www.cqc.org.uk/location/1-19059575385,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs","Doctors/GPs,Doctors/GPs",Victoria Reynolds Ltd
"Emergency Dental Service, Blackburn Out of Hours","Dental Department, Level 3",Simmons Street,Blackburn,,BB2 1AX,03001234010,1-156973571,1-13767321474,,Blackburn with Darwen,North West,,https://www.cqc.org.uk/location/1-13767321474,,Services for everyone,Dentist,FCMS (NW) Limited
"Emergency Dental Service, Burnley Out of Hours","Dental Department 3rd Floor, Church Street",,Burnley,,BB11 2DL,03001234010,1-156973571,1-13767321563,,Lancashire,North West,,https://www.cqc.org.uk/location/1-13767321563,,Services for everyone,Dentist,FCMS (NW) Limited
"Esthêtic, CF Aesthetics",80 High Street,,Lewes,,BN7 1XN,07841500604,1-18595941197,1-20096569734,https://www.estheticsussex.com/,East Sussex,South East,,https://www.cqc.org.uk/location/1-20096569734,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs","Doctors/GPs,Doctors/GPs",Charlotte Freeland Aesthetics Limited
"Event Medical, Ambulance & Training Services Group Limited","MBS House,","2a Desborough Avenue,",High Wycombe,,HP11 2RN,07889446050,1-10079304536,,https://www.emats.co.uk,Buckinghamshire,South East,,https://www.cqc.org.uk/provider/1-10079304536,EMATS,"Transport services, triage and medical advice provided remotely,Treatment of disease, disorder or injury",Organisation,"Event Medical, Ambulance & Training Services Group Limited"
"Famous Recruitment, Financial & Management Consultancy Limited","Island Business Centre, 18-36",Wellington Street,London,,SE18 6PF,02088559700,1-10941843273,,https://www.famousrecruitment.co.uk,Greenwich,London,,https://www.cqc.org.uk/provider/1-10941843273,,Personal care,Organisation,"Famous Recruitment, Financial & Management Consultancy Limited"
"Faversham Dental Access Centre, Faversham Health Centre",The Faversham Health Centre,Bank Street,Faversham,Kent,ME13 8QR,,RYY,RYYX8,,Kent,South East,,https://www.cqc.org.uk/location/RYYX8,,Services for everyone,Dentist,Kent Community Health NHS Foundation Trust
"First Floor, The Royal British Legion",The Royal British Legion,11 Cock Lane,High Wycombe,,HP13 7DE,01494977397,1-8544595640,1-11079734162,https://www.careatyourhome.co.uk,Buckinghamshire,South East,,https://www.cqc.org.uk/location/1-11079734162,,"Caring for children (0 - 18yrs),Sensory impairments,Caring for adults under 65 yrs,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Care at your home LTD
"Fitzwilliam Ward, Malton",Malton Community Hospital,Middlecave Road,Malton,North Yorkshire,YO17 7NG,01653604540,RV9,RV91T,https://www.humber.nhs.uk,North Yorkshire,Yorkshire & Humberside,,https://www.cqc.org.uk/location/RV91T,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs,Physical disabilities",Rehabilitation (illness/injury),Humber Teaching NHS Foundation Trust
"Flat 2, Blake Court",Flat 2,"Blake Court, 4 Dodd Road",Watford,,WD24 5DB,07913246002,1-12510396974,1-17413019112,,Hertfordshire,East,,https://www.cqc.org.uk/location/1-17413019112,,"Caring for adults under 65 yrs,Mental health conditions",Supported living,The Keeper Healthcare Services Limited
"Flexible Care Solutions Ltd, Indigo House","Indigo House, Mulberry Business Park,",Fishponds Road,Wokingham,Berkshire,RG41 2GY,01189778598,1-3609751246,1-10769754445,https://www.flexiblecaresolutions.co.uk,Wokingham,South East,,https://www.cqc.org.uk/location/1-10769754445,,"Dementia,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Flexible Care Solutions (FCS) Ltd
"Flexible Support Options Ltd, Shiremoor Farm House",Middle Engine Lane,,North Shields,,NE29 8DZ,01912587254,1-728154992,1-13514824243,,North Tyneside,North East,2025-05-06T12:00:30Z,https://www.cqc.org.uk/location/1-13514824243,,"Caring for children (0 - 18yrs),Sensory impairments,Caring for adults under 65 yrs,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities","Homecare agencies,Supported living",Flexible Support Options Limited
"Future Baby 4D Scanning Clinic, Leicester",33 London Road,Oadby,Leicester,,LE2 5DL,01162164004,1-9403095615,1-18008652602,,Leicestershire,East Midlands,,https://www.cqc.org.uk/location/1-18008652602,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs",Diagnosis/screening,MKAIN LTD
"Gail Poole, Paul Poole, Doreen Hiley, Kim Vowles",St Agnes Retirement Home,5-7 Neva Road,Weston Super Mare,,BS23 1YD,01934621167,1-332206912,,,North Somerset,South West,,https://www.cqc.org.uk/provider/1-332206912,,Accommodation for persons who require nursing or personal care,Partnership,"Gail Poole, Paul Poole, Doreen Hiley, Kim Vowles"
"Gateshead Supported Living Service 1, 2 and 3",Gear House Room 102-103,Saltmeadows Road,Gateshead,,NE8 3AH,01914064358,1-101641233,1-1040340169,,Gateshead,North East,2023-05-23T00:00:00Z,https://www.cqc.org.uk/location/1-1040340169,,"Sensory impairments,Caring for adults under 65 yrs,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities",Supported living,St Anne's Community Services
"Genesis Care, Birmingham",Little Aston Hall Drive,Little Aston,Sutton Coldfield,West Midlands,B74 3BF,01213533055,1-101728034,1-201613803,https://www.genesiscare.co.uk/cancer-centre/maidstone,Staffordshire,West Midlands,2022-02-28T00:00:00Z,https://www.cqc.org.uk/location/1-201613803,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Clinic,Genesis Cancer Care UK Limited
"Genesis Care, Chelmsford",Springfield Hospital,Lawn Lane,Chelmsford,Essex,CM1 7GU,01245987900,1-101728034,1-2655046617,https://www.genesiscare.co.uk/cancer-centre/chelmsford,Essex,East,2019-10-30T00:00:00Z,https://www.cqc.org.uk/location/1-2655046617,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Clinic,Genesis Cancer Care UK Limited
"Genesis Care, Elstree",Elstree Cancer Centre,"Unit 710, Centennial Park",Elstree,Hertfordshire,WD6 3SZ,02082369040,1-101728034,1-234168674,https://www.genesiscare.co.uk/cancer-centre/elstree,Hertfordshire,East,2021-11-11T00:00:00Z,https://www.cqc.org.uk/location/1-234168674,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Clinic,Genesis Cancer Care UK Limited
"Genesis Care, Guildford",St Martha's Oncology Centre,BMI Mount Alvernia Hospital,Guildford,Surrey,GU1 3LX,0148380600,1-101728034,1-935544607,https://www.genesiscare.co.uk/cancer-centre/guildford,Surrey,South East,2020-04-02T00:00:00Z,https://www.cqc.org.uk/location/1-935544607,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Clinic,Genesis Cancer Care UK Limited
"Genesis Care, Maidstone",17 Kings Hill Avenue,Kings Hill,West Malling,Kent,ME19 4UA,01732207000,1-101728034,1-2286900385,https://www.genesiscare.co.uk/cancer-centre/maidstone,Kent,South East,2021-04-21T00:00:00Z,https://www.cqc.org.uk/location/1-2286900385,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Clinic,Genesis Cancer Care UK Limited
"Genesis Care, Milton Keynes",Sunrise Parkway,Linford Wood,Milton Keynes,Buckinghamshire,MK14 6LS,01908467700,1-101728034,1-1084520641,https://www.genesiscare.co.uk/cancer-centre/milton-keynes,Milton Keynes,South East,2021-04-26T00:00:00Z,https://www.cqc.org.uk/location/1-1084520641,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs","Clinic,Diagnosis/screening",Genesis Cancer Care UK Limited
"Genesis Care, Nottingham","The Park Cancer Centre The Park Hospital, Sherwood Lodge Drive","Burntstump Country Park, Arnold",Nottingham,Nottinghamshire,NG5 8RX,01159662250,1-101728034,1-417457070,https://www.genesiscare.co.uk/cancer-centre/nottingham,Nottinghamshire,East Midlands,2021-04-20T00:00:00Z,https://www.cqc.org.uk/location/1-417457070,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Clinic,Genesis Cancer Care UK Limited
"Genesis Care, Oxford",Peters Way,Sandy Lane West,Oxford,Oxfordshire,OX4 6LB,01865237700,1-101728034,1-1494612145,https://www.genesiscare.co.uk/cancer-centre/oxford,Oxfordshire,South East,2021-05-06T00:00:00Z,https://www.cqc.org.uk/location/1-1494612145,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs","Clinic,Diagnosis/screening",Genesis Cancer Care UK Limited
